level1_name,level1_pcode,level3_name,level3_pcode,level2_name,level2_pcode,year,week,rg_case,rg_attack,rg_death
,,Cs Urbain,cod026,Businga,cod200299,2020,1,1,0,0
,,Cs Cite 1,cod027,Businga,cod200299,2020,1,0,0,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,1,0,0,0
,,Movangusa,cod048,Businga,cod200299,2020,1,0,0,0
,,Monveda,cod045,Businga,cod200299,2020,1,0,0,0
,,Kondo,cod036,Businga,cod200299,2020,1,0,0,0
,,Edungu,cod032,Businga,cod200299,2020,1,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,1,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,1,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,1,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,1,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,1,0,0,0
,,Bobiti,cod006,Businga,cod200299,2020,1,0,0,0
,,Cs Urbain,cod026,Businga,cod200299,2020,2,2,0.01,0
,,Cs Cite 1,cod027,Businga,cod200299,2020,2,0,0,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,2,4,0.03,0
,,Movangusa,cod048,Businga,cod200299,2020,2,0,0,0
,,Monveda,cod045,Businga,cod200299,2020,2,0,0,0
,,Kondo,cod036,Businga,cod200299,2020,2,1,0.01,0
,,Edungu,cod032,Businga,cod200299,2020,2,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,2,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,2,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,2,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,2,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,2,0,0,0
,,Bobiti,cod006,Businga,cod200299,2020,2,0,0,0
,,Cs Urbain,cod026,Businga,cod200299,2020,3,1,0,0
,,Cs Cite 1,cod027,Businga,cod200299,2020,3,0,0,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,3,0,0,0
,,Movangusa,cod048,Businga,cod200299,2020,3,0,0,0
,,Monveda,cod045,Businga,cod200299,2020,3,0,0,0
,,Kondo,cod036,Businga,cod200299,2020,3,0,0,0
,,Edungu,cod032,Businga,cod200299,2020,3,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,3,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,3,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,3,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,3,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,3,0,0,0
,,Bobiti,cod006,Businga,cod200299,2020,3,0,0,0
,,Cs Urbain,cod026,Businga,cod200299,2020,4,3,0.01,0
,,Cs Cite 1,cod027,Businga,cod200299,2020,4,1,0.01,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,4,11,0.1,0
,,Movangusa,cod048,Businga,cod200299,2020,4,1,0.01,0
,,Monveda,cod045,Businga,cod200299,2020,4,0,0,0
,,Kondo,cod036,Businga,cod200299,2020,4,1,0.01,0
,,Edungu,cod032,Businga,cod200299,2020,4,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,4,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,4,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,4,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,4,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,4,0,0,0
,,Bobiti,cod006,Businga,cod200299,2020,4,0,0,0
,,Cs Urbain,cod026,Businga,cod200299,2020,5,9,0.04,0
,,Cs Cite 1,cod027,Businga,cod200299,2020,5,0,0,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,5,4,0.03,0
,,Movangusa,cod048,Businga,cod200299,2020,5,9,0.08,0
,,Monveda,cod045,Businga,cod200299,2020,5,0,0,0
,,Kondo,cod036,Businga,cod200299,2020,5,0,0,0
,,Edungu,cod032,Businga,cod200299,2020,5,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,5,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,5,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,5,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,5,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,5,0,0,0
,,Bobiti,cod006,Businga,cod200299,2020,5,0,0,0
,,Cs Urbain,cod026,Businga,cod200299,2020,6,14,0.06,0
,,Cs Cite 1,cod027,Businga,cod200299,2020,6,11,0.06,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,6,7,0.06,0
,,Movangusa,cod048,Businga,cod200299,2020,6,0,0,0
,,Monveda,cod045,Businga,cod200299,2020,6,6,0.08,0
,,Kondo,cod036,Businga,cod200299,2020,6,1,0.01,0
,,Edungu,cod032,Businga,cod200299,2020,6,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,6,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,6,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,6,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,6,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,6,0,0,0
,,Bobiti,cod006,Businga,cod200299,2020,6,0,0,0
,,Cs Urbain,cod026,Businga,cod200299,2020,7,16,0.07,1
,,Cs Cite 1,cod027,Businga,cod200299,2020,7,9,0.05,3
,,Cs Cite 2,cod028,Businga,cod200299,2020,7,10,0.09,0
,,Movangusa,cod048,Businga,cod200299,2020,7,2,0.02,0
,,Monveda,cod045,Businga,cod200299,2020,7,7,0.1,0
,,Kondo,cod036,Businga,cod200299,2020,7,5,0.04,0
,,Edungu,cod032,Businga,cod200299,2020,7,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,7,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,7,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,7,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,7,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,7,0,0,0
,,Bobiti,cod006,Businga,cod200299,2020,7,0,0,0
,,Cs Urbain,cod026,Businga,cod200299,2020,8,21,0.09,0
,,Cs Cite 1,cod027,Businga,cod200299,2020,8,21,0.12,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,8,17,0.15,1
,,Movangusa,cod048,Businga,cod200299,2020,8,1,0.01,0
,,Monveda,cod045,Businga,cod200299,2020,8,2,0.03,0
,,Kondo,cod036,Businga,cod200299,2020,8,1,0.01,0
,,Edungu,cod032,Businga,cod200299,2020,8,0,0,0
,,Bopili,cod019,Businga,cod200299,2020,8,0,0,0
,,Songbolo,cod050,Businga,cod200299,2020,8,0,0,0
,,Bogboan,cod007,Businga,cod200299,2020,8,0,0,0
,,Bombwa,cod011,Businga,cod200299,2020,8,0,0,0
,,Nbakpo,cod049,Businga,cod200299,2020,8,1,0.01,0
,,Bobiti,cod006,Businga,cod200299,2020,8,2,0.03,0
,,Cs Urbain,cod026,Businga,cod200299,2020,9,85,0.35,1
,,Cs Cite 1,cod027,Businga,cod200299,2020,9,44,0.25,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,9,73,0.64,1
,,Movangusa,cod048,Businga,cod200299,2020,9,25,0.22,0
,,Monveda,cod045,Businga,cod200299,2020,9,66,0.9,1
,,Kondo,cod036,Businga,cod200299,2020,9,1,0.01,0
,,Edungu,cod032,Businga,cod200299,2020,9,4,0.05,0
,,Bopili,cod019,Businga,cod200299,2020,9,34,0.68,0
,,Songbolo,cod050,Businga,cod200299,2020,9,12,0.18,0
,,Bogboan,cod007,Businga,cod200299,2020,9,3,0.03,0
,,Bombwa,cod011,Businga,cod200299,2020,9,6,0.06,0
,,Nbakpo,cod049,Businga,cod200299,2020,9,5,0.04,0
,,Bobiti,cod006,Businga,cod200299,2020,9,5,0.07,0
,,Cs Urbain,cod026,Businga,cod200299,2020,10,63,0.26,5
,,Cs Cite 1,cod027,Businga,cod200299,2020,10,24,0.14,1
,,Cs Cite 2,cod028,Businga,cod200299,2020,10,29,0.25,0
,,Movangusa,cod048,Businga,cod200299,2020,10,13,0.11,0
,,Monveda,cod045,Businga,cod200299,2020,10,15,0.2,0
,,Kondo,cod036,Businga,cod200299,2020,10,1,0.01,0
,,Edungu,cod032,Businga,cod200299,2020,10,7,0.09,0
,,Bopili,cod019,Businga,cod200299,2020,10,54,1.09,0
,,Songbolo,cod050,Businga,cod200299,2020,10,20,0.31,0
,,Bogboan,cod007,Businga,cod200299,2020,10,6,0.06,0
,,Bombwa,cod011,Businga,cod200299,2020,10,3,0.03,0
,,Nbakpo,cod049,Businga,cod200299,2020,10,7,0.06,0
,,Bobiti,cod006,Businga,cod200299,2020,10,6,0.08,0
,,Cs Urbain,cod026,Businga,cod200299,2020,11,40,0.16,1
,,Cs Cite 1,cod027,Businga,cod200299,2020,11,11,0.06,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,11,28,0.24,0
,,Movangusa,cod048,Businga,cod200299,2020,11,23,0.20,0
,,Monveda,cod045,Businga,cod200299,2020,11,21,0.29,0
,,Kondo,cod036,Businga,cod200299,2020,11,14,0.11,0
,,Edungu,cod032,Businga,cod200299,2020,11,10,0.13,0
,,Bopili,cod019,Businga,cod200299,2020,11,46,0.92,0
,,Songbolo,cod050,Businga,cod200299,2020,11,64,0.98,0
,,Bogboan,cod007,Businga,cod200299,2020,11,16,0.17,0
,,Bombwa,cod011,Businga,cod200299,2020,11,7,0.07,0
,,Nbakpo,cod049,Businga,cod200299,2020,11,6,0.05,0
,,Bobiti,cod006,Businga,cod200299,2020,11,14,0.19,0
,,Cs Urbain,cod026,Businga,cod200299,2020,12,76,0.31,1
,,Cs Cite 1,cod027,Businga,cod200299,2020,12,57,0.32,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,12,88,0.77,0
,,Movangusa,cod048,Businga,cod200299,2020,12,57,0.50,0
,,Monveda,cod045,Businga,cod200299,2020,12,33,0.45,0
,,Kondo,cod036,Businga,cod200299,2020,12,11,0.09,0
,,Edungu,cod032,Businga,cod200299,2020,12,3,0.04,0
,,Bopili,cod019,Businga,cod200299,2020,12,68,1.37,0
,,Songbolo,cod050,Businga,cod200299,2020,12,7,0.11,0
,,Bogboan,cod007,Businga,cod200299,2020,12,28,0.29,0
,,Bombwa,cod011,Businga,cod200299,2020,12,24,0.25,0
,,Nbakpo,cod049,Businga,cod200299,2020,12,33,0.28,0
,,Bobiti,cod006,Businga,cod200299,2020,12,25,0.34,0
,,Cs Urbain,cod026,Businga,cod200299,2020,13,45,0.18,1
,,Cs Cite 1,cod027,Businga,cod200299,2020,13,31,0.17,0
,,Cs Cite 2,cod028,Businga,cod200299,2020,13,27,0.24,0
,,Movangusa,cod048,Businga,cod200299,2020,13,95,0.83,0
,,Monveda,cod045,Businga,cod200299,2020,13,35,0.48,0
,,Kondo,cod036,Businga,cod200299,2020,13,16,0.13,0
,,Edungu,cod032,Businga,cod200299,2020,13,10,0.13,0
,,Bopili,cod019,Businga,cod200299,2020,13,34,0.68,0
,,Songbolo,cod050,Businga,cod200299,2020,13,37,0.57,0
,,Bogboan,cod007,Businga,cod200299,2020,13,48,0.50,0
,,Bombwa,cod011,Businga,cod200299,2020,13,35,0.36,0
,,Nbakpo,cod049,Businga,cod200299,2020,13,16,0.14,0
,,Bobiti,cod006,Businga,cod200299,2020,13,12,0.16,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,26,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,26,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,26,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,26,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,26,0,0,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,26,1,0.01,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,26,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,26,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,26,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,26,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,26,0,0,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,26,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,26,0,0,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,26,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,26,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,26,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,26,0,0,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,27,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,27,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,27,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,27,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,27,0,0,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,27,0,0,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,27,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,27,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,27,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,27,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,27,0,0,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,27,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,27,0,0,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,27,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,27,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,27,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,27,0,0,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,28,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,28,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,28,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,28,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,28,0,0,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,28,0,0,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,28,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,28,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,28,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,28,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,28,0,0,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,28,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,28,0,0,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,28,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,28,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,28,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,28,0,0,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,29,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,29,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,29,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,29,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,29,1,0.01,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,29,0,0,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,29,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,29,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,29,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,29,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,29,0,0,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,29,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,29,0,0,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,29,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,29,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,29,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,29,0,0,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,30,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,30,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,30,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,30,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,30,3,0.02,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,30,0,0,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,30,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,30,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,30,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,30,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,30,0,0,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,30,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,30,0,0,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,30,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,30,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,30,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,30,0,0,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,31,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,31,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,31,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,31,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,31,2,0.01,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,31,0,0,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,31,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,31,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,31,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,31,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,31,0,0,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,31,9,0.1,0
,,Makao,cod040,Boso Manzi,cod200185,2019,31,0,0,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,31,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,31,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,31,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,31,0,0,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,32,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,32,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,32,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,32,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,32,5,0.04,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,32,0,0,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,32,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,32,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,32,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,32,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,32,0,0,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,32,5,0.05,0
,,Makao,cod040,Boso Manzi,cod200185,2019,32,0,0,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,32,0,0,0
