level1_name,level1_pcode,level3_name,level3_pcode,level2_name,level2_pcode,year,week,rg_case,rg_attack,rg_death
,,Bolombo,cod010,Boso Manzi,cod200185,2019,49,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,49,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,49,2,0.03,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,49,8,0.06,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,49,8,0.09,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,49,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,49,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,49,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,49,7,0.07,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,49,17,0.15,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,49,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,49,13,0.18,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,49,16,0.15,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,49,5,0.05,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,49,4,0.05,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,49,13,0.12,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,50,2,0.02,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,50,1,0.01,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,50,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,50,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,50,8,0.06,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,50,0,0,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,50,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,50,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,50,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,50,7,0.07,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,50,27,0.23,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,50,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,50,12,0.16,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,50,15,0.14,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,50,23,0.23,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,50,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,50,6,0.05,0
,,Bokapo,cod008,Boso Manzi,cod200185,2019,51,3,0.03,0
,,Bolombo,cod010,Boso Manzi,cod200185,2019,51,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,51,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,51,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,51,12,0.09,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,51,9,0.1,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,51,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,51,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,51,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,51,18,0.17,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,51,18,0.15,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,51,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,51,7,0.09,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,51,16,0.15,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,51,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,51,4,0.05,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,51,10,0.09,1
,,Bokapo,cod008,Boso Manzi,cod200185,2019,52,8,0.08,1
,,Bolombo,cod010,Boso Manzi,cod200185,2019,52,3,0.03,0
,,Bomoye,cod012,Boso Manzi,cod200185,2019,52,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2019,52,2,0.03,0
,,Boso dua,cod020,Boso Manzi,cod200185,2019,52,25,0.18,2
,,Boso libondo,cod021,Boso Manzi,cod200185,2019,52,12,0.14,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2019,52,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2019,52,0,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2019,52,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2019,52,10,0.1,0
,,Gumba,cod035,Boso Manzi,cod200185,2019,52,16,0.14,0
,,Liboko,cod037,Boso Manzi,cod200185,2019,52,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2019,52,8,0.11,0
,,Masanga,cod041,Boso Manzi,cod200185,2019,52,12,0.11,0
,,Mbangu,cod042,Boso Manzi,cod200185,2019,52,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2019,52,6,0.08,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2019,52,9,0.08,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,1,0,0,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,1,9,0.08,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,1,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,1,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,1,9,0.06,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,1,33,0.38,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,1,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,1,7,0.03,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,1,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,1,5,0.05,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,1,24,0.21,3
,,Liboko,cod037,Boso Manzi,cod200185,2020,1,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2020,1,8,0.11,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,1,1,0.01,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,1,14,0.14,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,1,7,0.09,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,1,4,0.04,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,2,2,0.02,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,2,5,0.05,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,2,3,0.02,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,2,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,2,4,0.03,1
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,2,4,0.05,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,2,0,0,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,2,2,0.01,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,2,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,2,4,0.04,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,2,21,0.18,2
,,Liboko,cod037,Boso Manzi,cod200185,2020,2,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2020,2,25,0.34,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,2,1,0.01,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,2,12,0.12,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,2,2,0.03,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,2,2,0.02,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,3,3,0.03,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,3,9,0.08,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,3,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,3,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,3,8,0.06,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,3,22,0.25,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,3,4,0.03,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,3,7,0.03,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,3,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,3,3,0.03,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,3,8,0.07,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,3,2,0.02,0
,,Makao,cod040,Boso Manzi,cod200185,2020,3,15,0.2,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,3,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,3,10,0.1,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,3,8,0.11,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,3,3,0.03,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,4,3,0.03,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,4,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,4,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,4,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,4,1,0.01,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,4,15,0.17,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,4,5,0.04,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,4,2,0.01,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,4,3,0.03,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,4,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,4,6,0.05,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,4,1,0.01,0
,,Makao,cod040,Boso Manzi,cod200185,2020,4,15,0.2,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,4,1,0.01,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,4,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,4,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,4,6,0.05,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,5,6,0.06,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,5,0,0,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,5,0,0,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,5,0,0,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,5,0,0,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,5,12,0.14,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,5,3,0.03,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,5,6,0.03,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,5,0,0,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,5,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,5,19,0.16,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,5,2,0.02,0
,,Makao,cod040,Boso Manzi,cod200185,2020,5,10,0.14,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,5,1,0.01,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,5,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,5,8,0.11,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,5,3,0.03,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,6,31,0.32,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,6,12,0.11,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,6,2,0.02,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,6,10,0.14,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,6,4,0.03,1
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,6,19,0.22,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,6,2,0.02,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,6,1,0,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,6,5,0.05,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,6,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,6,9,0.08,1
,,Liboko,cod037,Boso Manzi,cod200185,2020,6,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2020,6,10,0.14,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,6,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,6,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,6,0,0,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,6,5,0.04,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,7,41,0.42,1
,,Bolombo,cod010,Boso Manzi,cod200185,2020,7,13,0.12,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,7,7,0.06,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,7,8,0.11,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,7,13,0.09,2
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,7,4,0.05,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,7,4,0.03,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,7,12,0.06,2
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,7,3,0.03,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,7,2,0.02,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,7,7,0.06,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,7,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2020,7,11,0.15,2
,,Masanga,cod041,Boso Manzi,cod200185,2020,7,3,0.03,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,7,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,7,6,0.08,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,7,2,0.02,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,8,40,0.41,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,8,23,0.21,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,8,1,0.01,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,8,4,0.06,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,8,34,0.24,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,8,44,0.51,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,8,20,0.17,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,8,37,0.17,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,8,20,0.18,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,8,0,0,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,8,19,0.16,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,8,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2020,8,4,0.05,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,8,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,8,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,8,11,0.15,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,8,19,0.17,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,9,45,0.46,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,9,28,0.26,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,9,3,0.02,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,9,24,0.33,1
,,Boso dua,cod020,Boso Manzi,cod200185,2020,9,24,0.17,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,9,28,0.32,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,9,32,0.27,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,9,32,0.15,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,9,6,0.06,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,9,1,0.01,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,9,8,0.07,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,9,0,0,0
,,Makao,cod040,Boso Manzi,cod200185,2020,9,7,0.09,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,9,0,0,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,9,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,9,1,0.01,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,9,7,0.06,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,10,45,0.46,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,10,18,0.17,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,10,2,0.02,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,10,29,0.4,2
,,Boso dua,cod020,Boso Manzi,cod200185,2020,10,20,0.14,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,10,23,0.26,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,10,38,0.32,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,10,13,0.06,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,10,21,0.19,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,10,1,0.01,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,10,9,0.08,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,10,3,0.03,0
,,Makao,cod040,Boso Manzi,cod200185,2020,10,15,0.2,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,10,2,0.02,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,10,0,0,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,10,6,0.08,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,10,2,0.02,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,11,17,0.22,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,11,8,0.08,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,11,14,0.15,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,11,47,0.68,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,11,5,0.04,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,11,10,0.14,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,11,54,0.60,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,11,5,0.02,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,11,20,0.25,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,11,1,0.01,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,11,0,0.00,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,11,2,0.03,0
,,Makao,cod040,Boso Manzi,cod200185,2020,11,4,0.06,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,11,3,0.03,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,11,5,0.06,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,11,0,0.00,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,11,5,0.07,0
,,Bokapo,cod008,Boso Manzi,cod200185,2020,12,45,0.59,0
,,Bolombo,cod010,Boso Manzi,cod200185,2020,12,18,0.17,0
,,Bomoye,cod012,Boso Manzi,cod200185,2020,12,2,0.02,0
,,Bongonza,cod016,Boso Manzi,cod200185,2020,12,29,0.42,0
,,Boso dua,cod020,Boso Manzi,cod200185,2020,12,20,0.16,0
,,Boso libondo,cod021,Boso Manzi,cod200185,2020,12,23,0.31,0
,,Boso manzi,cod022,Boso Manzi,cod200185,2020,12,38,0.42,0
,,Boso modjebo,cod023,Boso Manzi,cod200185,2020,12,13,0.06,0
,,Boyange Motima,cod024,Boso Manzi,cod200185,2020,12,21,0.26,0
,,Ebambe,cod030,Boso Manzi,cod200185,2020,12,1,0.01,0
,,Gumba,cod035,Boso Manzi,cod200185,2020,12,9,0.10,0
,,Liboko,cod037,Boso Manzi,cod200185,2020,12,3,0.04,0
,,Makao,cod040,Boso Manzi,cod200185,2020,12,15,0.22,0
,,Masanga,cod041,Boso Manzi,cod200185,2020,12,2,0.02,0
,,Mbangu,cod042,Boso Manzi,cod200185,2020,12,0,0.00,0
,,Mongili,cod044,Boso Manzi,cod200185,2020,12,6,0.08,0
,,Monzelenge,cod047,Boso Manzi,cod200185,2020,12,2,0.03,0
